"data",".variable","median","lower","upper"
"BBC Total (UK)","tau",1.02237680313016,0.974328970962621,1.07026086319667
"BBC Total (UK)","rho",29.8134616620084,29.3091222959273,30.3811989297811
"BBC Total (UK)","delta",-0.398090188034277,-0.442956186630138,-0.351427122775176
"BBC Total (UK)","phi",0.660889045136799,0.622179517593215,0.703373970597125
"BBC Under 18 (UK)","tau",0.858052027225939,0.718214793420561,0.998980840407586
"BBC Under 18 (UK)","rho",13.7977276324672,12.9972099068439,14.6166578407061
"BBC Under 18 (UK)","delta",-0.488633452168958,-0.610972117098689,-0.364324764557125
"BBC Under 18 (UK)","phi",7.74391088536422,3.15653450120836,46.280017774054
"BBC Education (UK)","tau",1.12914389326465,1.0138921588567,1.24358741148822
"BBC Education (UK)","rho",25.1941717108958,23.8885734927109,26.6896218454374
"BBC Education (UK)","delta",-0.292321155794721,-0.416093949727399,-0.162749033525122
"BBC Education (UK)","phi",1.13447036417769,0.8469077904098,1.57383511031585
"BBC 18-30 (UK)","tau",1.02759592656914,0.954983691044619,1.10056598258076
"BBC 18-30 (UK)","rho",25.1681030552038,24.3655332253298,25.9601610829118
"BBC 18-30 (UK)","delta",-0.372569078664013,-0.445374202890149,-0.30045972638999
"BBC 18-30 (UK)","phi",1.06351187536053,0.919473796681986,1.22764437103416
"BBC Employed (UK)","tau",1.01217619771006,0.96201153838103,1.0607508978901
"BBC Employed (UK)","rho",28.9761085270787,28.4272398355213,29.5254788359679
"BBC Employed (UK)","delta",-0.40473467628031,-0.452414971496981,-0.356633199789941
"BBC Employed (UK)","phi",0.794509814503411,0.740931096502515,0.853033069757219
"BBC 30-60 (UK)","tau",0.980564988894701,0.930632510962487,1.03069215026099
"BBC 30-60 (UK)","rho",28.5692287044535,27.9969953675474,29.1807008687915
"BBC 30-60 (UK)","delta",-0.395483007951353,-0.446785784726675,-0.342852183848213
"BBC 30-60 (UK)","phi",0.801080603933755,0.739785840691218,0.867938451180103
"BBC NEET (UK)","tau",0.687538242884521,0.590964773235477,0.781616186148457
"BBC NEET (UK)","rho",23.4112778737976,22.4555109561673,24.4913913841138
"BBC NEET (UK)","delta",-0.518956030873716,-0.617244142791915,-0.418285065430185
"BBC NEET (UK)","phi",1.10023793170027,0.86652125874054,1.43423788573976
"BBC 60-100 (UK)","tau",0.725728531054747,0.627257068585429,0.825959396471668
"BBC 60-100 (UK)","rho",24.3113128124554,23.2552628264466,25.4229718405113
"BBC 60-100 (UK)","delta",-0.547259455606806,-0.648680730082086,-0.4413385615014
"BBC 60-100 (UK)","phi",1.64560440703837,1.19292903332953,2.42877267903313
