OutputArea2011Code,DataZone2011Code,IntermediateZone2011Code
S00088956,S01006732,S02001275
S00088957,S01006732,S02001275
S00088958,S01006732,S02001275
S00088959,S01006737,S02001275
S00088960,S01006518,S02001238
S00088961,S01006524,S02001238
S00088962,S01006517,S02001237
S00088963,S01006506,S02001236
S00088964,S01006506,S02001236
S00088965,S01006755,S02001278
S00088966,S01006732,S02001275
S00088967,S01006755,S02001278
S00088968,S01006732,S02001275
S00088969,S01006788,S02001284
S00088970,S01006571,S02001247
S00088971,S01006584,S02001249
S00088972,S01006584,S02001249
S00088973,S01006585,S02001249
S00088974,S01006585,S02001249
S00088975,S01006584,S02001249
S00088976,S01006585,S02001249
S00088977,S01006585,S02001249
S00088978,S01006585,S02001249
S00088979,S01006585,S02001249
S00088980,S01006585,S02001249
S00088981,S01006586,S02001249
S00088982,S01006586,S02001249
S00088983,S01006586,S02001249
S00088984,S01006565,S02001246
S00088985,S01006565,S02001246
S00088986,S01006586,S02001249
S00088987,S01006589,S02001250
S00088988,S01006648,S02001261
S00088989,S01006648,S02001261
S00088990,S01006648,S02001261
S00088991,S01006646,S02001261
S00088992,S01006646,S02001261
S00088993,S01006648,S02001261
S00088994,S01006647,S02001261
S00088995,S01006648,S02001261
S00088996,S01006647,S02001261
S00088997,S01006602,S02001252
S00088998,S01006598,S02001252
S00088999,S01006598,S02001252
S00089000,S01006595,S02001251
S00089001,S01006594,S02001251
S00089002,S01006602,S02001252
S00089003,S01006596,S02001251
S00089004,S01006596,S02001251
S00089005,S01006598,S02001252
S00089006,S01006598,S02001252
S00089007,S01006592,S02001251
S00089008,S01006592,S02001251
S00089009,S01006592,S02001251
S00089010,S01006592,S02001251
S00089011,S01006587,S02001250
S00089012,S01006593,S02001251
S00089013,S01006593,S02001251
S00089014,S01006593,S02001251
S00089015,S01006593,S02001251
S00089016,S01006593,S02001251
S00089017,S01006593,S02001251
S00089018,S01006596,S02001251
S00089019,S01006596,S02001251
S00089020,S01006596,S02001251
S00089021,S01006596,S02001251
S00089022,S01006595,S02001251
S00089023,S01006595,S02001251
S00089024,S01006597,S02001251
S00089025,S01006597,S02001251
S00089026,S01006597,S02001251
S00089027,S01006597,S02001251
S00089028,S01006583,S02001249
S00089029,S01006595,S02001251
S00089030,S01006596,S02001251
S00089031,S01006591,S02001251
S00089032,S01006590,S02001250
S00089033,S01006590,S02001250
S00089034,S01006590,S02001250
S00089035,S01006587,S02001250
S00089036,S01006590,S02001250
S00089037,S01006582,S02001249
S00089038,S01006587,S02001250
S00089039,S01006587,S02001250
S00089040,S01006629,S02001257
S00089041,S01006629,S02001257
S00089042,S01006629,S02001257
S00089043,S01006629,S02001257
S00089044,S01006629,S02001257
S00089045,S01006624,S02001257
S00089046,S01006624,S02001257
S00089047,S01006624,S02001257
S00089048,S01006625,S02001257
S00089049,S01006625,S02001257
S00089050,S01006625,S02001257
S00089051,S01006625,S02001257
S00089052,S01006625,S02001257
S00089053,S01006624,S02001257
S00089054,S01006624,S02001257
S00089055,S01006624,S02001257
S00089056,S01006624,S02001257
S00089057,S01006624,S02001257
S00089058,S01006624,S02001257
S00089059,S01006628,S02001257
S00089060,S01006628,S02001257
S00089061,S01006628,S02001257
S00089062,S01006628,S02001257
S00089063,S01006628,S02001257
S00089064,S01006628,S02001257
S00089065,S01006628,S02001257
S00089066,S01006628,S02001257
S00089067,S01006628,S02001257
S00089068,S01006627,S02001257
S00089069,S01006628,S02001257
S00089070,S01006628,S02001257
S00089071,S01006627,S02001257
S00089072,S01006627,S02001257
S00089073,S01006627,S02001257
S00089074,S01006628,S02001257
S00089075,S01006628,S02001257
S00089076,S01006626,S02001257
S00089077,S01006626,S02001257
S00089078,S01006626,S02001257
S00089079,S01006626,S02001257
S00089080,S01006632,S02001258
S00089081,S01006632,S02001258
S00089082,S01006632,S02001258
S00089083,S01006626,S02001257
S00089084,S01006629,S02001257
S00089085,S01006626,S02001257
S00089086,S01006629,S02001257
S00089087,S01006632,S02001258
S00089088,S01006633,S02001258
S00089089,S01006635,S02001258
S00089090,S01006633,S02001258
S00089091,S01006633,S02001258
S00089092,S01006634,S02001258
S00089093,S01006633,S02001258
S00089094,S01006634,S02001258
S00089095,S01006635,S02001258
S00089096,S01006634,S02001258
S00089097,S01006632,S02001258
S00089098,S01006632,S02001258
S00089099,S01006635,S02001258
S00089100,S01006635,S02001258
S00089101,S01006632,S02001258
S00089102,S01006632,S02001258
S00089103,S01006632,S02001258
S00089104,S01006627,S02001257
S00089105,S01006631,S02001258
S00089106,S01006631,S02001258
S00089107,S01006631,S02001258
S00089108,S01006631,S02001258
S00089109,S01006631,S02001258
S00089110,S01006631,S02001258
S00089111,S01006631,S02001258
S00089112,S01006634,S02001258
S00089113,S01006636,S02001258
S00089114,S01006631,S02001258
S00089115,S01006636,S02001258
S00089116,S01006636,S02001258
S00089117,S01006634,S02001258
S00089118,S01006608,S02001254
S00089119,S01006608,S02001254
S00089120,S01006623,S02001256
S00089121,S01006623,S02001256
S00089122,S01006630,S02001257
S00089123,S01006630,S02001257
S00089124,S01006630,S02001257
S00089125,S01006633,S02001258
S00089126,S01006630,S02001257
S00089127,S01006630,S02001257
S00089128,S01006630,S02001257
S00089129,S01006612,S02001254
S00089130,S01006612,S02001254
S00089131,S01006612,S02001254
S00089132,S01006612,S02001254
S00089133,S01006603,S02001253
S00089134,S01006604,S02001253
S00089135,S01006606,S02001253
S00089136,S01006606,S02001253
S00089137,S01006606,S02001253
S00089138,S01006606,S02001253
S00089139,S01006606,S02001253
S00089140,S01006606,S02001253
S00089141,S01006606,S02001253
S00089142,S01006604,S02001253
S00089143,S01006606,S02001253
S00089144,S01006604,S02001253
S00089145,S01006604,S02001253
S00089146,S01006604,S02001253
S00089147,S01006611,S02001254
S00089148,S01006603,S02001253
S00089149,S01006603,S02001253
S00089150,S01006611,S02001254
S00089151,S01006603,S02001253
S00089152,S01006603,S02001253
S00089153,S01006603,S02001253
S00089154,S01006603,S02001253
S00089155,S01006612,S02001254
S00089156,S01006603,S02001253
S00089157,S01006612,S02001254
S00089158,S01006603,S02001253
S00089159,S01006611,S02001254
S00089160,S01006611,S02001254
S00089161,S01006611,S02001254
S00089162,S01006611,S02001254
S00089163,S01006611,S02001254
S00089164,S01006611,S02001254
S00089165,S01006611,S02001254
S00089166,S01006610,S02001254
S00089167,S01006610,S02001254
S00089168,S01006605,S02001253
S00089169,S01006605,S02001253
S00089170,S01006605,S02001253
S00089171,S01006605,S02001253
S00089172,S01006605,S02001253
S00089173,S01006605,S02001253
S00089174,S01006607,S02001253
S00089175,S01006605,S02001253
S00089176,S01006607,S02001253
S00089177,S01006609,S02001254
S00089178,S01006609,S02001254
S00089179,S01006609,S02001254
S00089180,S01006607,S02001253
S00089181,S01006623,S02001256
S00089182,S01006623,S02001256
S00089183,S01006623,S02001256
S00089184,S01006581,S02001248
S00089185,S01006581,S02001248
S00089186,S01006545,S02001242
S00089187,S01006545,S02001242
S00089188,S01006581,S02001248
S00089189,S01006581,S02001248
S00089190,S01006544,S02001242
S00089191,S01006544,S02001242
S00089192,S01006544,S02001242
S00089193,S01006544,S02001242
S00089194,S01006574,S02001247
S00089195,S01006574,S02001247
S00089196,S01006581,S02001248
S00089197,S01006581,S02001248
S00089198,S01006581,S02001248
S00089199,S01006575,S02001248
S00089200,S01006575,S02001248
S00089201,S01006575,S02001248
S00089202,S01006575,S02001248
S00089203,S01006575,S02001248
S00089204,S01006576,S02001248
S00089205,S01006576,S02001248
S00089206,S01006576,S02001248
S00089207,S01006576,S02001248
S00089208,S01006576,S02001248
S00089209,S01006578,S02001248
S00089210,S01006579,S02001248
S00089211,S01006583,S02001249
S00089212,S01006571,S02001247
S00089213,S01006578,S02001248
S00089214,S01006578,S02001248
S00089215,S01006579,S02001248
S00089216,S01006579,S02001248
S00089217,S01006579,S02001248
S00089218,S01006578,S02001248
S00089219,S01006578,S02001248
S00089220,S01006578,S02001248
S00089221,S01006578,S02001248
S00089222,S01006578,S02001248
S00089223,S01006578,S02001248
S00089224,S01006578,S02001248
S00089225,S01006579,S02001248
S00089226,S01006576,S02001248
S00089227,S01006578,S02001248
S00089228,S01006576,S02001248
S00089229,S01006580,S02001248
S00089230,S01006580,S02001248
S00089231,S01006577,S02001248
S00089232,S01006577,S02001248
S00089233,S01006577,S02001248
S00089234,S01006577,S02001248
S00089235,S01006577,S02001248
S00089236,S01006577,S02001248
S00089237,S01006533,S02001240
S00089238,S01006539,S02001241
S00089239,S01006533,S02001240
S00089240,S01006539,S02001241
S00089241,S01006533,S02001240
S00089242,S01006533,S02001240
S00089243,S01006533,S02001240
S00089244,S01006534,S02001240
S00089245,S01006532,S02001240
S00089246,S01006532,S02001240
S00089247,S01006532,S02001240
S00089248,S01006532,S02001240
S00089249,S01006534,S02001240
S00089250,S01006533,S02001240
S00089251,S01006533,S02001240
S00089252,S01006534,S02001240
S00089253,S01006535,S02001240
S00089254,S01006534,S02001240
S00089255,S01006535,S02001240
S00089256,S01006535,S02001240
S00089257,S01006535,S02001240
S00089258,S01006534,S02001240
S00089259,S01006534,S02001240
S00089260,S01006534,S02001240
S00089261,S01006536,S02001240
S00089262,S01006536,S02001240
S00089263,S01006536,S02001240
S00089264,S01006536,S02001240
S00089265,S01006536,S02001240
S00089266,S01006536,S02001240
S00089267,S01006535,S02001240
S00089268,S01006535,S02001240
S00089269,S01006535,S02001240
S00089270,S01006536,S02001240
S00089271,S01006535,S02001240
S00089272,S01006536,S02001240
S00089273,S01006601,S02001252
S00089274,S01006601,S02001252
S00089275,S01006600,S02001252
S00089276,S01006600,S02001252
S00089277,S01006600,S02001252
S00089278,S01006600,S02001252
S00089279,S01006600,S02001252
S00089280,S01006600,S02001252
S00089281,S01006600,S02001252
S00089282,S01006600,S02001252
S00089283,S01006601,S02001252
S00089284,S01006601,S02001252
S00089285,S01006601,S02001252
S00089286,S01006594,S02001251
S00089287,S01006594,S02001251
S00089288,S01006528,S02001239
S00089289,S01006527,S02001239
S00089290,S01006527,S02001239
S00089291,S01006526,S02001239
S00089292,S01006526,S02001239
S00089293,S01006526,S02001239
S00089294,S01006528,S02001239
S00089295,S01006527,S02001239
S00089296,S01006526,S02001239
S00089297,S01006527,S02001239
S00089298,S01006527,S02001239
S00089299,S01006528,S02001239
S00089300,S01006528,S02001239
S00089301,S01006528,S02001239
S00089302,S01006528,S02001239
S00089303,S01006530,S02001239
S00089304,S01006528,S02001239
S00089305,S01006530,S02001239
S00089306,S01006531,S02001239
S00089307,S01006531,S02001239
S00089308,S01006531,S02001239
S00089309,S01006531,S02001239
S00089310,S01006531,S02001239
S00089311,S01006531,S02001239
S00089312,S01006540,S02001241
S00089313,S01006539,S02001241
S00089314,S01006540,S02001241
S00089315,S01006540,S02001241
S00089316,S01006540,S02001241
S00089317,S01006540,S02001241
S00089318,S01006538,S02001241
S00089319,S01006538,S02001241
S00089320,S01006538,S02001241
S00089321,S01006538,S02001241
S00089322,S01006543,S02001242
S00089323,S01006543,S02001242
S00089324,S01006543,S02001242
S00089325,S01006543,S02001242
S00089326,S01006543,S02001242
S00089327,S01006543,S02001242
S00089328,S01006537,S02001241
S00089329,S01006537,S02001241
S00089330,S01006537,S02001241
S00089331,S01006537,S02001241
S00089332,S01006537,S02001241
S00089333,S01006541,S02001241
S00089334,S01006540,S02001241
S00089335,S01006541,S02001241
S00089336,S01006541,S02001241
S00089337,S01006537,S02001241
S00089338,S01006543,S02001242
S00089339,S01006541,S02001241
S00089340,S01006541,S02001241
S00089341,S01006545,S02001242
S00089342,S01006545,S02001242
S00089343,S01006545,S02001242
S00089344,S01006545,S02001242
S00089345,S01006540,S02001241
S00089346,S01006545,S02001242
S00089347,S01006546,S02001242
S00089348,S01006546,S02001242
S00089349,S01006545,S02001242
S00089350,S01006546,S02001242
S00089351,S01006544,S02001242
S00089352,S01006546,S02001242
S00089353,S01006550,S02001243
S00089354,S01006550,S02001243
S00089355,S01006550,S02001243
S00089356,S01006530,S02001239
S00089357,S01006530,S02001239
S00089358,S01006530,S02001239
S00089359,S01006529,S02001239
S00089360,S01006599,S02001252
S00089361,S01006529,S02001239
S00089362,S01006532,S02001240
S00089363,S01006532,S02001240
S00089364,S01006529,S02001239
S00089365,S01006529,S02001239
S00089366,S01006599,S02001252
S00089367,S01006529,S02001239
S00089368,S01006529,S02001239
S00089369,S01006529,S02001239
S00089370,S01006599,S02001252
S00089371,S01006599,S02001252
S00089372,S01006599,S02001252
S00089373,S01006600,S02001252
S00089374,S01006600,S02001252
S00089375,S01006542,S02001242
S00089376,S01006542,S02001242
S00089377,S01006542,S02001242
S00089378,S01006548,S02001243
S00089379,S01006548,S02001243
S00089380,S01006548,S02001243
S00089381,S01006550,S02001243
S00089382,S01006548,S02001243
S00089383,S01006544,S02001242
S00089384,S01006544,S02001242
S00089385,S01006544,S02001242
S00089386,S01006550,S02001243
S00089387,S01006550,S02001243
S00089388,S01006551,S02001243
S00089389,S01006548,S02001243
S00089390,S01006551,S02001243
S00089391,S01006551,S02001243
S00089392,S01006547,S02001243
S00089393,S01006551,S02001243
S00089394,S01006551,S02001243
S00089395,S01006551,S02001243
S00089396,S01006551,S02001243
S00089397,S01006547,S02001243
S00089398,S01006547,S02001243
S00089399,S01006547,S02001243
S00089400,S01006547,S02001243
S00089401,S01006547,S02001243
S00089402,S01006547,S02001243
S00089403,S01006518,S02001238
S00089404,S01006518,S02001238
S00089405,S01006518,S02001238
S00089406,S01006517,S02001237
S00089407,S01006525,S02001238
S00089408,S01006525,S02001238
S00089409,S01006525,S02001238
S00089410,S01006519,S02001238
S00089411,S01006519,S02001238
S00089412,S01006525,S02001238
S00089413,S01006519,S02001238
S00089414,S01006517,S02001237
S00089415,S01006517,S02001237
S00089416,S01006517,S02001237
S00089417,S01006517,S02001237
S00089418,S01006517,S02001237
S00089419,S01006523,S02001238
S00089420,S01006523,S02001238
S00089421,S01006522,S02001238
S00089422,S01006523,S02001238
S00089423,S01006522,S02001238
S00089424,S01006522,S02001238
S00089425,S01006521,S02001238
S00089426,S01006521,S02001238
S00089427,S01006523,S02001238
S00089428,S01006523,S02001238
S00089429,S01006523,S02001238
S00089430,S01006523,S02001238
S00089431,S01006524,S02001238
S00089432,S01006524,S02001238
S00089433,S01006524,S02001238
S00089434,S01006524,S02001238
S00089435,S01006524,S02001238
S00089436,S01006525,S02001238
S00089437,S01006525,S02001238
S00089438,S01006519,S02001238
S00089439,S01006518,S02001238
S00089440,S01006518,S02001238
S00089441,S01006639,S02001259
S00089442,S01006637,S02001259
S00089443,S01006637,S02001259
S00089444,S01006640,S02001259
S00089445,S01006640,S02001259
S00089446,S01006640,S02001259
S00089447,S01006640,S02001259
S00089448,S01006640,S02001259
S00089449,S01006640,S02001259
S00089450,S01006637,S02001259
S00089451,S01006639,S02001259
S00089452,S01006637,S02001259
S00089453,S01006639,S02001259
S00089454,S01006639,S02001259
S00089455,S01006638,S02001259
S00089456,S01006638,S02001259
S00089457,S01006639,S02001259
S00089458,S01006639,S02001259
S00089459,S01006638,S02001259
S00089460,S01006639,S02001259
S00089461,S01006639,S02001259
S00089462,S01006638,S02001259
S00089463,S01006638,S02001259
S00089464,S01006638,S02001259
S00089465,S01006641,S02001260
S00089466,S01006641,S02001260
S00089467,S01006641,S02001260
S00089468,S01006641,S02001260
S00089469,S01006641,S02001260
S00089470,S01006641,S02001260
S00089471,S01006641,S02001260
S00089472,S01006644,S02001260
S00089473,S01006644,S02001260
S00089474,S01006641,S02001260
S00089475,S01006641,S02001260
S00089476,S01006641,S02001260
S00089477,S01006641,S02001260
S00089478,S01006643,S02001260
S00089479,S01006643,S02001260
S00089480,S01006643,S02001260
S00089481,S01006643,S02001260
S00089482,S01006643,S02001260
S00089483,S01006643,S02001260
S00089484,S01006644,S02001260
S00089485,S01006670,S02001264
S00089486,S01006670,S02001264
S00089487,S01006670,S02001264
S00089488,S01006668,S02001264
S00089489,S01006668,S02001264
S00089490,S01006668,S02001264
S00089491,S01006668,S02001264
S00089492,S01006669,S02001264
S00089493,S01006669,S02001264
S00089494,S01006669,S02001264
S00089495,S01006669,S02001264
S00089496,S01006669,S02001264
S00089497,S01006672,S02001265
S00089498,S01006672,S02001265
S00089499,S01006672,S02001265
S00089500,S01006672,S02001265
S00089501,S01006666,S02001264
S00089502,S01006672,S02001265
S00089503,S01006666,S02001264
S00089504,S01006666,S02001264
S00089505,S01006666,S02001264
S00089506,S01006666,S02001264
S00089507,S01006666,S02001264
S00089508,S01006673,S02001265
S00089509,S01006673,S02001265
S00089510,S01006673,S02001265
S00089511,S01006674,S02001265
S00089512,S01006674,S02001265
S00089513,S01006673,S02001265
S00089514,S01006672,S02001265
S00089515,S01006673,S02001265
S00089516,S01006673,S02001265
S00089517,S01006672,S02001265
S00089518,S01006674,S02001265
S00089519,S01006688,S02001268
S00089520,S01006688,S02001268
S00089521,S01006688,S02001268
S00089522,S01006688,S02001268
S00089523,S01006688,S02001268
S00089524,S01006688,S02001268
S00089525,S01006688,S02001268
S00089526,S01006688,S02001268
S00089527,S01006688,S02001268
S00089528,S01006695,S02001269
S00089529,S01006686,S02001268
S00089530,S01006687,S02001268
S00089531,S01006687,S02001268
S00089532,S01006687,S02001268
S00089533,S01006687,S02001268
S00089534,S01006687,S02001268
S00089535,S01006687,S02001268
S00089536,S01006686,S02001268
S00089537,S01006686,S02001268
S00089538,S01006687,S02001268
S00089539,S01006686,S02001268
S00089540,S01006685,S02001267
S00089541,S01006685,S02001267
S00089542,S01006681,S02001267
S00089543,S01006681,S02001267
S00089544,S01006726,S02001274
S00089545,S01006681,S02001267
S00089546,S01006681,S02001267
S00089547,S01006685,S02001267
S00089548,S01006685,S02001267
S00089549,S01006685,S02001267
S00089550,S01006687,S02001268
S00089551,S01006685,S02001267
S00089552,S01006693,S02001268
S00089553,S01006681,S02001267
S00089554,S01006685,S02001267
S00089555,S01006679,S02001266
S00089556,S01006684,S02001267
S00089557,S01006684,S02001267
S00089558,S01006693,S02001268
S00089559,S01006693,S02001268
S00089560,S01006693,S02001268
S00089561,S01006693,S02001268
S00089562,S01006693,S02001268
S00089563,S01006690,S02001268
S00089564,S01006693,S02001268
S00089565,S01006690,S02001268
S00089566,S01006690,S02001268
S00089567,S01006682,S02001267
S00089568,S01006682,S02001267
S00089569,S01006682,S02001267
S00089570,S01006682,S02001267
S00089571,S01006683,S02001267
S00089572,S01006692,S02001268
S00089573,S01006683,S02001267
S00089574,S01006683,S02001267
S00089575,S01006692,S02001268
S00089576,S01006692,S02001268
S00089577,S01006683,S02001267
S00089578,S01006683,S02001267
S00089579,S01006683,S02001267
S00089580,S01006683,S02001267
S00089581,S01006683,S02001267
S00089582,S01006682,S02001267
S00089583,S01006682,S02001267
S00089584,S01006684,S02001267
S00089585,S01006679,S02001266
S00089586,S01006684,S02001267
S00089587,S01006684,S02001267
S00089588,S01006679,S02001266
S00089589,S01006679,S02001266
S00089590,S01006679,S02001266
S00089591,S01006678,S02001266
S00089592,S01006680,S02001266
S00089593,S01006680,S02001266
S00089594,S01006678,S02001266
S00089595,S01006678,S02001266
S00089596,S01006679,S02001266
S00089597,S01006675,S02001266
S00089598,S01006675,S02001266
S00089599,S01006675,S02001266
S00089600,S01006675,S02001266
S00089601,S01006677,S02001266
S00089602,S01006677,S02001266
S00089603,S01006677,S02001266
S00089604,S01006677,S02001266
S00089605,S01006677,S02001266
S00089606,S01006677,S02001266
S00089607,S01006676,S02001266
S00089608,S01006676,S02001266
S00089609,S01006676,S02001266
S00089610,S01006678,S02001266
S00089611,S01006678,S02001266
S00089612,S01006676,S02001266
S00089613,S01006676,S02001266
S00089614,S01006680,S02001266
S00089615,S01006678,S02001266
S00089616,S01006680,S02001266
S00089617,S01006678,S02001266
S00089618,S01006678,S02001266
S00089619,S01006680,S02001266
S00089620,S01006680,S02001266
S00089621,S01006680,S02001266
S00089622,S01006678,S02001266
S00089623,S01006678,S02001266
S00089624,S01006659,S02001263
S00089625,S01006659,S02001263
S00089626,S01006659,S02001263
S00089627,S01006660,S02001263
S00089628,S01006660,S02001263
S00089629,S01006660,S02001263
S00089630,S01006660,S02001263
S00089631,S01006662,S02001263
S00089632,S01006662,S02001263
S00089633,S01006662,S02001263
S00089634,S01006661,S02001263
S00089635,S01006661,S02001263
S00089636,S01006661,S02001263
S00089637,S01006661,S02001263
S00089638,S01006661,S02001263
S00089639,S01006658,S02001263
S00089640,S01006659,S02001263
S00089641,S01006658,S02001263
S00089642,S01006658,S02001263
S00089643,S01006658,S02001263
S00089644,S01006658,S02001263
S00089645,S01006658,S02001263
S00089646,S01006665,S02001263
S00089647,S01006664,S02001263
S00089648,S01006663,S02001263
S00089649,S01006664,S02001263
S00089650,S01006663,S02001263
S00089651,S01006669,S02001264
S00089652,S01006663,S02001263
S00089653,S01006663,S02001263
S00089654,S01006663,S02001263
S00089655,S01006665,S02001263
S00089656,S01006665,S02001263
S00089657,S01006665,S02001263
S00089658,S01006665,S02001263
S00089659,S01006665,S02001263
S00089660,S01006658,S02001263
S00089661,S01006658,S02001263
S00089662,S01006642,S02001260
S00089663,S01006651,S02001261
S00089664,S01006652,S02001261
S00089665,S01006642,S02001260
S00089666,S01006643,S02001260
S00089667,S01006643,S02001260
S00089668,S01006642,S02001260
S00089669,S01006639,S02001259
S00089670,S01006642,S02001260
S00089671,S01006642,S02001260
S00089672,S01006649,S02001261
S00089673,S01006651,S02001261
S00089674,S01006649,S02001261
S00089675,S01006649,S02001261
S00089676,S01006650,S02001261
S00089677,S01006649,S02001261
S00089678,S01006650,S02001261
S00089679,S01006651,S02001261
S00089680,S01006650,S02001261
S00089681,S01006650,S02001261
S00089682,S01006650,S02001261
S00089683,S01006655,S02001262
S00089684,S01006655,S02001262
S00089685,S01006657,S02001262
S00089686,S01006650,S02001261
S00089687,S01006657,S02001262
S00089688,S01006677,S02001266
S00089689,S01006692,S02001268
S00089690,S01006692,S02001268
S00089691,S01006692,S02001268
S00089692,S01006692,S02001268
S00089693,S01006692,S02001268
S00089694,S01006689,S02001268
S00089695,S01006689,S02001268
S00089696,S01006689,S02001268
S00089697,S01006689,S02001268
S00089698,S01006689,S02001268
S00089699,S01006657,S02001262
S00089700,S01006691,S02001268
S00089701,S01006691,S02001268
S00089702,S01006691,S02001268
S00089703,S01006572,S02001247
S00089704,S01006572,S02001247
S00089705,S01006562,S02001245
S00089706,S01006562,S02001245
S00089707,S01006562,S02001245
S00089708,S01006562,S02001245
S00089709,S01006562,S02001245
S00089710,S01006563,S02001245
S00089711,S01006562,S02001245
S00089712,S01006561,S02001245
S00089713,S01006561,S02001245
S00089714,S01006560,S02001245
S00089715,S01006560,S02001245
S00089716,S01006560,S02001245
S00089717,S01006560,S02001245
S00089718,S01006560,S02001245
S00089719,S01006561,S02001245
S00089720,S01006561,S02001245
S00089721,S01006563,S02001245
S00089722,S01006559,S02001245
S00089723,S01006559,S02001245
S00089724,S01006560,S02001245
S00089725,S01006560,S02001245
S00089726,S01006563,S02001245
S00089727,S01006563,S02001245
S00089728,S01006563,S02001245
S00089729,S01006558,S02001245
S00089730,S01006558,S02001245
S00089731,S01006569,S02001246
S00089732,S01006558,S02001245
S00089733,S01006559,S02001245
S00089734,S01006569,S02001246
S00089735,S01006568,S02001246
S00089736,S01006566,S02001246
S00089737,S01006566,S02001246
S00089738,S01006549,S02001243
S00089739,S01006549,S02001243
S00089740,S01006572,S02001247
S00089741,S01006572,S02001247
S00089742,S01006572,S02001247
S00089743,S01006573,S02001247
S00089744,S01006573,S02001247
S00089745,S01006573,S02001247
S00089746,S01006574,S02001247
S00089747,S01006571,S02001247
S00089748,S01006574,S02001247
S00089749,S01006574,S02001247
S00089750,S01006574,S02001247
S00089751,S01006559,S02001245
S00089752,S01006559,S02001245
S00089753,S01006559,S02001245
S00089754,S01006570,S02001246
S00089755,S01006570,S02001246
S00089756,S01006570,S02001246
S00089757,S01006570,S02001246
S00089758,S01006570,S02001246
S00089759,S01006570,S02001246
S00089760,S01006568,S02001246
S00089761,S01006571,S02001247
S00089762,S01006570,S02001246
S00089763,S01006571,S02001247
S00089764,S01006571,S02001247
S00089765,S01006571,S02001247
S00089766,S01006564,S02001246
S00089767,S01006564,S02001246
S00089768,S01006564,S02001246
S00089769,S01006564,S02001246
S00089770,S01006568,S02001246
S00089771,S01006568,S02001246
S00089772,S01006568,S02001246
S00089773,S01006569,S02001246
S00089774,S01006569,S02001246
S00089775,S01006568,S02001246
S00089776,S01006568,S02001246
S00089777,S01006568,S02001246
S00089778,S01006567,S02001246
S00089779,S01006567,S02001246
S00089780,S01006567,S02001246
S00089781,S01006564,S02001246
S00089782,S01006564,S02001246
S00089783,S01006564,S02001246
S00089784,S01006565,S02001246
S00089785,S01006564,S02001246
S00089786,S01006564,S02001246
S00089787,S01006567,S02001246
S00089788,S01006567,S02001246
S00089789,S01006565,S02001246
S00089790,S01006565,S02001246
S00089791,S01006565,S02001246
S00089792,S01006567,S02001246
S00089793,S01006656,S02001262
S00089794,S01006656,S02001262
S00089795,S01006566,S02001246
S00089796,S01006656,S02001262
S00089797,S01006566,S02001246
S00089798,S01006566,S02001246
S00089799,S01006566,S02001246
S00089800,S01006566,S02001246
S00089801,S01006705,S02001270
S00089802,S01006705,S02001270
S00089803,S01006705,S02001270
S00089804,S01006705,S02001270
S00089805,S01006705,S02001270
S00089806,S01006705,S02001270
S00089807,S01006705,S02001270
S00089808,S01006714,S02001272
S00089809,S01006707,S02001270
S00089810,S01006714,S02001272
S00089811,S01006707,S02001270
S00089812,S01006714,S02001272
S00089813,S01006714,S02001272
S00089814,S01006714,S02001272
S00089815,S01006716,S02001272
S00089816,S01006729,S02001274
S00089817,S01006716,S02001272
S00089818,S01006718,S02001272
S00089819,S01006686,S02001268
S00089820,S01006729,S02001274
S00089821,S01006714,S02001272
S00089822,S01006717,S02001272
S00089823,S01006714,S02001272
S00089824,S01006717,S02001272
S00089825,S01006717,S02001272
S00089826,S01006717,S02001272
S00089827,S01006717,S02001272
S00089828,S01006717,S02001272
S00089829,S01006702,S02001270
S00089830,S01006702,S02001270
S00089831,S01006702,S02001270
S00089832,S01006702,S02001270
S00089833,S01006702,S02001270
S00089834,S01006702,S02001270
S00089835,S01006717,S02001272
S00089836,S01006722,S02001273
S00089837,S01006717,S02001272
S00089838,S01006713,S02001271
S00089839,S01006723,S02001273
S00089840,S01006713,S02001271
S00089841,S01006722,S02001273
S00089842,S01006715,S02001272
S00089843,S01006722,S02001273
S00089844,S01006722,S02001273
S00089845,S01006722,S02001273
S00089846,S01006722,S02001273
S00089847,S01006723,S02001273
S00089848,S01006723,S02001273
S00089849,S01006723,S02001273
S00089850,S01006724,S02001273
S00089851,S01006723,S02001273
S00089852,S01006694,S02001269
S00089853,S01006694,S02001269
S00089854,S01006694,S02001269
S00089855,S01006694,S02001269
S00089856,S01006694,S02001269
S00089857,S01006696,S02001269
S00089858,S01006694,S02001269
S00089859,S01006698,S02001269
S00089860,S01006698,S02001269
S00089861,S01006698,S02001269
S00089862,S01006698,S02001269
S00089863,S01006697,S02001269
S00089864,S01006697,S02001269
S00089865,S01006697,S02001269
S00089866,S01006697,S02001269
S00089867,S01006697,S02001269
S00089868,S01006697,S02001269
S00089869,S01006696,S02001269
S00089870,S01006696,S02001269
S00089871,S01006696,S02001269
S00089872,S01006696,S02001269
S00089873,S01006695,S02001269
S00089874,S01006700,S02001269
S00089875,S01006695,S02001269
S00089876,S01006695,S02001269
S00089877,S01006695,S02001269
S00089878,S01006695,S02001269
S00089879,S01006699,S02001269
S00089880,S01006699,S02001269
S00089881,S01006700,S02001269
S00089882,S01006700,S02001269
S00089883,S01006563,S02001245
S00089884,S01006563,S02001245
S00089885,S01006700,S02001269
S00089886,S01006700,S02001269
