OutputArea2011Code,DataZone2011Code,IntermediateZone2011Code
S00121581,S01011147,S02002092
S00121582,S01011147,S02002092
S00121583,S01011146,S02002092
S00121584,S01011146,S02002092
S00121585,S01011071,S02002077
S00121586,S01011071,S02002077
S00121587,S01011071,S02002077
S00121588,S01011071,S02002077
S00121589,S01011068,S02002077
S00121590,S01011071,S02002077
S00121591,S01011068,S02002077
S00121592,S01011068,S02002077
S00121593,S01011068,S02002077
S00121594,S01011068,S02002077
S00121595,S01011144,S02002092
S00121596,S01011144,S02002092
S00121597,S01011144,S02002092
S00121598,S01011144,S02002092
S00121599,S01011144,S02002092
S00121600,S01011144,S02002092
S00121601,S01011143,S02002092
S00121602,S01011143,S02002092
S00121603,S01011143,S02002092
S00121604,S01011141,S02002091
S00121605,S01011141,S02002091
S00121606,S01011139,S02002091
S00121607,S01011137,S02002091
S00121608,S01011137,S02002091
S00121609,S01011139,S02002091
S00121610,S01011138,S02002091
S00121611,S01011138,S02002091
S00121612,S01011138,S02002091
S00121613,S01011138,S02002091
S00121614,S01011138,S02002091
S00121615,S01011137,S02002091
S00121616,S01011132,S02002090
S00121617,S01011132,S02002090
S00121618,S01011132,S02002090
S00121619,S01011131,S02002090
S00121620,S01011131,S02002090
S00121621,S01011132,S02002090
S00121622,S01011131,S02002090
S00121623,S01011132,S02002090
S00121624,S01011132,S02002090
S00121625,S01011133,S02002090
S00121626,S01011133,S02002090
S00121627,S01011133,S02002090
S00121628,S01011134,S02002090
S00121629,S01011133,S02002090
S00121630,S01011131,S02002090
S00121631,S01011136,S02002091
S00121632,S01011136,S02002091
S00121633,S01011134,S02002090
S00121634,S01011134,S02002090
S00121635,S01011134,S02002090
S00121636,S01011134,S02002090
S00121637,S01011134,S02002090
S00121638,S01011135,S02002090
S00121639,S01011135,S02002090
S00121640,S01011135,S02002090
S00121641,S01011135,S02002090
S00121642,S01011135,S02002090
S00121643,S01011135,S02002090
S00121644,S01011135,S02002090
S00121645,S01011140,S02002091
S00121646,S01011140,S02002091
S00121647,S01011141,S02002091
S00121648,S01011140,S02002091
S00121649,S01011141,S02002091
S00121650,S01011142,S02002092
S00121651,S01011142,S02002092
S00121652,S01011142,S02002092
S00121653,S01011142,S02002092
S00121654,S01011095,S02002082
S00121655,S01011094,S02002082
S00121656,S01011091,S02002082
S00121657,S01011091,S02002082
S00121658,S01011096,S02002083
S00121659,S01011097,S02002083
S00121660,S01011135,S02002090
S00121661,S01011085,S02002080
S00121662,S01011085,S02002080
S00121663,S01011085,S02002080
S00121664,S01011168,S02002096
S00121665,S01011167,S02002096
S00121666,S01011149,S02002093
S00121667,S01011149,S02002093
S00121668,S01011170,S02002096
S00121669,S01011168,S02002096
S00121670,S01011052,S02002074
S00121671,S01011072,S02002077
S00121672,S01011053,S02002074
S00121673,S01011063,S02002076
S00121674,S01011064,S02002076
S00121675,S01011072,S02002077
S00121676,S01011072,S02002077
S00121677,S01011162,S02002095
S00121678,S01011162,S02002095
S00121679,S01011072,S02002077
S00121680,S01011072,S02002077
S00121681,S01011159,S02002095
S00121682,S01011154,S02002094
S00121683,S01011157,S02002094
S00121684,S01011155,S02002094
S00121685,S01011157,S02002094
S00121686,S01011157,S02002094
S00121687,S01011164,S02002095
S00121688,S01011166,S02002095
S00121689,S01011164,S02002095
S00121690,S01011047,S02002073
S00121691,S01011088,S02002081
S00121692,S01011087,S02002080
S00121693,S01011086,S02002080
S00121694,S01011151,S02002093
S00121695,S01011071,S02002077
S00121696,S01011119,S02002087
S00121697,S01011118,S02002087
S00121698,S01011064,S02002076
S00121699,S01011123,S02002088
S00121700,S01011055,S02002075
S00121701,S01011115,S02002086
S00121702,S01011109,S02002085
S00121703,S01011109,S02002085
S00121704,S01011055,S02002075
S00121705,S01011152,S02002093
S00121706,S01011082,S02002079
S00121707,S01011056,S02002075
S00121708,S01011078,S02002079
S00121709,S01011079,S02002079
S00121710,S01011079,S02002079
S00121711,S01011078,S02002079
S00121712,S01011074,S02002078
S00121713,S01011082,S02002079
S00121714,S01011057,S02002075
S00121715,S01011070,S02002077
S00121716,S01011069,S02002077
S00121717,S01011069,S02002077
S00121718,S01011071,S02002077
S00121719,S01011143,S02002092
S00121720,S01011143,S02002092
S00121721,S01011137,S02002091
S00121722,S01011132,S02002090
S00121723,S01011136,S02002091
S00121724,S01011134,S02002090
S00121725,S01011134,S02002090
S00121726,S01011048,S02002073
S00121727,S01011063,S02002076
S00121728,S01011063,S02002076
S00121729,S01011165,S02002095
S00121730,S01011165,S02002095
S00121731,S01011157,S02002094
S00121732,S01011157,S02002094
S00121733,S01011163,S02002095
S00121734,S01011163,S02002095
S00121735,S01011114,S02002086
S00121736,S01011114,S02002086
S00121737,S01011116,S02002086
S00121738,S01011113,S02002086
S00121739,S01011111,S02002085
S00121740,S01011111,S02002085
S00121741,S01011106,S02002084
S00121742,S01011106,S02002084
S00121743,S01011054,S02002074
S00121744,S01011056,S02002075
S00121745,S01011058,S02002075
S00121746,S01011058,S02002075
S00121747,S01011091,S02002082
S00121748,S01011093,S02002082
S00121749,S01011097,S02002083
S00121750,S01011097,S02002083
S00121751,S01011084,S02002080
S00121752,S01011084,S02002080
S00121753,S01011045,S02002073
S00121754,S01011045,S02002073
S00121755,S01011045,S02002073
S00121756,S01011170,S02002096
S00121757,S01011170,S02002096
S00121758,S01011170,S02002096
S00121759,S01011170,S02002096
S00121760,S01011170,S02002096
S00121761,S01011170,S02002096
S00121762,S01011169,S02002096
S00121763,S01011169,S02002096
S00121764,S01011169,S02002096
S00121765,S01011169,S02002096
S00121766,S01011169,S02002096
S00121767,S01011168,S02002096
S00121768,S01011049,S02002073
S00121769,S01011049,S02002073
S00121770,S01011049,S02002073
S00121771,S01011052,S02002074
S00121772,S01011052,S02002074
S00121773,S01011064,S02002076
S00121774,S01011060,S02002076
S00121775,S01011060,S02002076
S00121776,S01011060,S02002076
S00121777,S01011062,S02002076
S00121778,S01011062,S02002076
S00121779,S01011062,S02002076
S00121780,S01011161,S02002095
S00121781,S01011161,S02002095
S00121782,S01011160,S02002095
S00121783,S01011160,S02002095
S00121784,S01011164,S02002095
S00121785,S01011166,S02002095
S00121786,S01011164,S02002095
S00121787,S01011165,S02002095
S00121788,S01011165,S02002095
S00121789,S01011153,S02002094
S00121790,S01011153,S02002094
S00121791,S01011153,S02002094
S00121792,S01011153,S02002094
S00121793,S01011153,S02002094
S00121794,S01011153,S02002094
S00121795,S01011166,S02002095
S00121796,S01011166,S02002095
S00121797,S01011150,S02002093
S00121798,S01011150,S02002093
S00121799,S01011150,S02002093
S00121800,S01011118,S02002087
S00121801,S01011118,S02002087
S00121802,S01011121,S02002088
S00121803,S01011117,S02002087
S00121804,S01011117,S02002087
S00121805,S01011103,S02002084
S00121806,S01011121,S02002088
S00121807,S01011103,S02002084
S00121808,S01011103,S02002084
S00121809,S01011105,S02002084
S00121810,S01011105,S02002084
S00121811,S01011105,S02002084
S00121812,S01011129,S02002089
S00121813,S01011128,S02002089
S00121814,S01011129,S02002089
S00121815,S01011129,S02002089
S00121816,S01011129,S02002089
S00121817,S01011128,S02002089
S00121818,S01011127,S02002089
S00121819,S01011127,S02002089
S00121820,S01011128,S02002089
S00121821,S01011127,S02002089
S00121822,S01011126,S02002089
S00121823,S01011125,S02002088
S00121824,S01011126,S02002089
S00121825,S01011126,S02002089
S00121826,S01011123,S02002088
S00121827,S01011124,S02002088
S00121828,S01011123,S02002088
S00121829,S01011123,S02002088
S00121830,S01011102,S02002084
S00121831,S01011102,S02002084
S00121832,S01011116,S02002086
S00121833,S01011116,S02002086
S00121834,S01011116,S02002086
S00121835,S01011113,S02002086
S00121836,S01011113,S02002086
S00121837,S01011110,S02002085
S00121838,S01011110,S02002085
S00121839,S01011106,S02002084
S00121840,S01011106,S02002084
S00121841,S01011106,S02002084
S00121842,S01011106,S02002084
S00121843,S01011108,S02002085
S00121844,S01011108,S02002085
S00121845,S01011108,S02002085
S00121846,S01011098,S02002083
S00121847,S01011098,S02002083
S00121848,S01011099,S02002083
S00121849,S01011099,S02002083
S00121850,S01011079,S02002079
S00121851,S01011078,S02002079
S00121852,S01011076,S02002078
S00121853,S01011075,S02002078
S00121854,S01011074,S02002078
S00121855,S01011074,S02002078
S00121856,S01011066,S02002077
S00121857,S01011066,S02002077
S00121858,S01011146,S02002092
S00121859,S01011146,S02002092
S00121860,S01011146,S02002092
S00121861,S01011143,S02002092
S00121862,S01011143,S02002092
S00121863,S01011143,S02002092
S00121864,S01011136,S02002091
S00121865,S01011136,S02002091
S00121866,S01011131,S02002090
S00121867,S01011131,S02002090
S00121868,S01011140,S02002091
S00121869,S01011141,S02002091
S00121870,S01011147,S02002092
S00121871,S01011147,S02002092
S00121872,S01011147,S02002092
S00121873,S01011147,S02002092
S00121874,S01011147,S02002092
S00121875,S01011088,S02002081
S00121876,S01011156,S02002094
S00121877,S01011156,S02002094
S00121878,S01011125,S02002088
S00121879,S01011125,S02002088
S00121880,S01011125,S02002088
S00121881,S01011080,S02002079
S00121882,S01011080,S02002079
S00121883,S01011139,S02002091
S00121884,S01011139,S02002091
S00121885,S01011139,S02002091
S00121886,S01011139,S02002091
S00121887,S01011181,S02002098
S00121888,S01011205,S02002104
S00121889,S01011205,S02002104
S00121890,S01011205,S02002104
S00121891,S01011205,S02002104
S00121892,S01011213,S02002105
S00121893,S01011182,S02002098
S00121894,S01011182,S02002098
S00121895,S01011299,S02002123
S00121896,S01011182,S02002098
S00121897,S01011334,S02002130
S00121898,S01011356,S02002134
S00121899,S01011356,S02002134
S00121900,S01011356,S02002134
S00121901,S01011356,S02002134
S00121902,S01011356,S02002134
S00121903,S01011301,S02002123
S00121904,S01011299,S02002123
S00121905,S01011334,S02002130
S00121906,S01011177,S02002097
S00121907,S01011172,S02002097
S00121908,S01011172,S02002097
S00121909,S01011171,S02002097
S00121910,S01011171,S02002097
S00121911,S01011171,S02002097
S00121912,S01011171,S02002097
S00121913,S01011171,S02002097
S00121914,S01011174,S02002097
S00121915,S01011174,S02002097
S00121916,S01011174,S02002097
S00121917,S01011174,S02002097
S00121918,S01011176,S02002097
S00121919,S01011173,S02002097
S00121920,S01011173,S02002097
S00121921,S01011173,S02002097
S00121922,S01011172,S02002097
S00121923,S01011172,S02002097
S00121924,S01011328,S02002128
S00121925,S01011328,S02002128
S00121926,S01011175,S02002097
S00121927,S01011175,S02002097
S00121928,S01011176,S02002097
S00121929,S01011176,S02002097
S00121930,S01011178,S02002098
S00121931,S01011177,S02002097
S00121932,S01011177,S02002097
S00121933,S01011177,S02002097
S00121934,S01011177,S02002097
S00121935,S01011187,S02002100
S00121936,S01011189,S02002100
S00121937,S01011189,S02002100
S00121938,S01011189,S02002100
S00121939,S01011189,S02002100
S00121940,S01011189,S02002100
S00121941,S01011189,S02002100
S00121942,S01011190,S02002100
S00121943,S01011191,S02002100
S00121944,S01011191,S02002100
S00121945,S01011190,S02002100
S00121946,S01011190,S02002100
S00121947,S01011191,S02002100
S00121948,S01011190,S02002100
S00121949,S01011190,S02002100
S00121950,S01011188,S02002100
S00121951,S01011188,S02002100
S00121952,S01011188,S02002100
S00121953,S01011188,S02002100
S00121954,S01011188,S02002100
S00121955,S01011188,S02002100
S00121956,S01011187,S02002100
S00121957,S01011187,S02002100
S00121958,S01011195,S02002101
S00121959,S01011195,S02002101
S00121960,S01011204,S02002103
S00121961,S01011201,S02002103
S00121962,S01011204,S02002103
S00121963,S01011203,S02002103
S00121964,S01011204,S02002103
S00121965,S01011199,S02002103
S00121966,S01011195,S02002101
S00121967,S01011195,S02002101
S00121968,S01011195,S02002101
S00121969,S01011195,S02002101
S00121970,S01011194,S02002101
S00121971,S01011194,S02002101
S00121972,S01011194,S02002101
S00121973,S01011193,S02002101
S00121974,S01011194,S02002101
S00121975,S01011193,S02002101
S00121976,S01011194,S02002101
S00121977,S01011193,S02002101
S00121978,S01011193,S02002101
S00121979,S01011193,S02002101
S00121980,S01011192,S02002101
S00121981,S01011192,S02002101
S00121982,S01011192,S02002101
S00121983,S01011192,S02002101
S00121984,S01011198,S02002102
S00121985,S01011192,S02002101
S00121986,S01011198,S02002102
S00121987,S01011198,S02002102
S00121988,S01011198,S02002102
S00121989,S01011198,S02002102
S00121990,S01011197,S02002102
S00121991,S01011197,S02002102
S00121992,S01011197,S02002102
S00121993,S01011197,S02002102
S00121994,S01011197,S02002102
S00121995,S01011196,S02002102
S00121996,S01011202,S02002103
S00121997,S01011202,S02002103
S00121998,S01011208,S02002104
S00121999,S01011202,S02002103
S00122000,S01011202,S02002103
S00122001,S01011208,S02002104
S00122002,S01011196,S02002102
S00122003,S01011196,S02002102
S00122004,S01011199,S02002103
S00122005,S01011196,S02002102
S00122006,S01011199,S02002103
S00122007,S01011199,S02002103
S00122008,S01011200,S02002103
S00122009,S01011199,S02002103
S00122010,S01011200,S02002103
S00122011,S01011200,S02002103
S00122012,S01011200,S02002103
S00122013,S01011200,S02002103
S00122014,S01011201,S02002103
S00122015,S01011201,S02002103
S00122016,S01011201,S02002103
S00122017,S01011208,S02002104
S00122018,S01011209,S02002104
S00122019,S01011208,S02002104
S00122020,S01011208,S02002104
S00122021,S01011202,S02002103
S00122022,S01011209,S02002104
S00122023,S01011209,S02002104
S00122024,S01011209,S02002104
S00122025,S01011203,S02002103
S00122026,S01011203,S02002103
S00122027,S01011203,S02002103
S00122028,S01011203,S02002103
S00122029,S01011203,S02002103
S00122030,S01011203,S02002103
S00122031,S01011207,S02002104
S00122032,S01011178,S02002098
S00122033,S01011183,S02002099
S00122034,S01011183,S02002099
S00122035,S01011183,S02002099
S00122036,S01011230,S02002109
S00122037,S01011230,S02002109
S00122038,S01011230,S02002109
S00122039,S01011230,S02002109
S00122040,S01011231,S02002109
S00122041,S01011231,S02002109
S00122042,S01011231,S02002109
S00122043,S01011231,S02002109
S00122044,S01011231,S02002109
S00122045,S01011231,S02002109
S00122046,S01011231,S02002109
S00122047,S01011230,S02002109
S00122048,S01011230,S02002109
S00122049,S01011230,S02002109
S00122050,S01011232,S02002109
S00122051,S01011230,S02002109
S00122052,S01011232,S02002109
S00122053,S01011226,S02002108
S00122054,S01011227,S02002108
S00122055,S01011226,S02002108
S00122056,S01011226,S02002108
S00122057,S01011227,S02002108
S00122058,S01011221,S02002107
S00122059,S01011221,S02002107
S00122060,S01011221,S02002107
S00122061,S01011221,S02002107
S00122062,S01011221,S02002107
S00122063,S01011221,S02002107
S00122064,S01011221,S02002107
S00122065,S01011221,S02002107
S00122066,S01011220,S02002106
S00122067,S01011220,S02002106
S00122068,S01011220,S02002106
S00122069,S01011220,S02002106
S00122070,S01011220,S02002106
S00122071,S01011220,S02002106
S00122072,S01011220,S02002106
S00122073,S01011220,S02002106
S00122074,S01011220,S02002106
S00122075,S01011219,S02002106
S00122076,S01011219,S02002106
S00122077,S01011219,S02002106
S00122078,S01011219,S02002106
S00122079,S01011219,S02002106
S00122080,S01011219,S02002106
S00122081,S01011215,S02002105
S00122082,S01011215,S02002105
S00122083,S01011215,S02002105
S00122084,S01011215,S02002105
S00122085,S01011217,S02002106
S00122086,S01011217,S02002106
S00122087,S01011217,S02002106
S00122088,S01011217,S02002106
S00122089,S01011217,S02002106
S00122090,S01011217,S02002106
S00122091,S01011216,S02002105
S00122092,S01011216,S02002105
S00122093,S01011217,S02002106
S00122094,S01011216,S02002105
S00122095,S01011217,S02002106
S00122096,S01011216,S02002105
S00122097,S01011216,S02002105
S00122098,S01011215,S02002105
S00122099,S01011215,S02002105
S00122100,S01011214,S02002105
S00122101,S01011214,S02002105
S00122102,S01011214,S02002105
S00122103,S01011214,S02002105
S00122104,S01011214,S02002105
S00122105,S01011212,S02002105
S00122106,S01011212,S02002105
S00122107,S01011213,S02002105
S00122108,S01011213,S02002105
S00122109,S01011213,S02002105
S00122110,S01011213,S02002105
S00122111,S01011184,S02002099
S00122112,S01011184,S02002099
S00122113,S01011229,S02002109
S00122114,S01011229,S02002109
S00122115,S01011229,S02002109
S00122116,S01011229,S02002109
S00122117,S01011227,S02002108
S00122118,S01011229,S02002109
S00122119,S01011228,S02002108
S00122120,S01011228,S02002108
S00122121,S01011228,S02002108
S00122122,S01011228,S02002108
S00122123,S01011228,S02002108
S00122124,S01011228,S02002108
S00122125,S01011185,S02002099
S00122126,S01011185,S02002099
S00122127,S01011185,S02002099
S00122128,S01011185,S02002099
S00122129,S01011186,S02002099
S00122130,S01011186,S02002099
S00122131,S01011185,S02002099
S00122132,S01011186,S02002099
S00122133,S01011185,S02002099
S00122134,S01011186,S02002099
S00122135,S01011186,S02002099
S00122136,S01011186,S02002099
S00122137,S01011224,S02002107
S00122138,S01011186,S02002099
S00122139,S01011224,S02002107
S00122140,S01011224,S02002107
S00122141,S01011224,S02002107
S00122142,S01011224,S02002107
S00122143,S01011223,S02002107
S00122144,S01011224,S02002107
S00122145,S01011223,S02002107
S00122146,S01011222,S02002107
S00122147,S01011223,S02002107
S00122148,S01011223,S02002107
S00122149,S01011223,S02002107
S00122150,S01011223,S02002107
S00122151,S01011222,S02002107
S00122152,S01011223,S02002107
S00122153,S01011222,S02002107
S00122154,S01011222,S02002107
S00122155,S01011221,S02002107
S00122156,S01011222,S02002107
S00122157,S01011226,S02002108
S00122158,S01011226,S02002108
S00122159,S01011225,S02002108
S00122160,S01011226,S02002108
S00122161,S01011218,S02002106
S00122162,S01011225,S02002108
S00122163,S01011225,S02002108
S00122164,S01011218,S02002106
S00122165,S01011218,S02002106
S00122166,S01011219,S02002106
S00122167,S01011222,S02002107
S00122168,S01011219,S02002106
S00122169,S01011218,S02002106
S00122170,S01011218,S02002106
S00122171,S01011218,S02002106
S00122172,S01011218,S02002106
S00122173,S01011204,S02002103
S00122174,S01011180,S02002098
S00122175,S01011180,S02002098
S00122176,S01011180,S02002098
S00122177,S01011180,S02002098
S00122178,S01011180,S02002098
S00122179,S01011179,S02002098
S00122180,S01011179,S02002098
S00122181,S01011179,S02002098
S00122182,S01011245,S02002112
S00122183,S01011245,S02002112
S00122184,S01011245,S02002112
S00122185,S01011253,S02002114
S00122186,S01011253,S02002114
S00122187,S01011253,S02002114
S00122188,S01011245,S02002112
S00122189,S01011245,S02002112
S00122190,S01011254,S02002114
S00122191,S01011254,S02002114
S00122192,S01011253,S02002114
S00122193,S01011254,S02002114
S00122194,S01011252,S02002114
S00122195,S01011252,S02002114
S00122196,S01011252,S02002114
S00122197,S01011252,S02002114
S00122198,S01011252,S02002114
S00122199,S01011253,S02002114
S00122200,S01011253,S02002114
S00122201,S01011253,S02002114
S00122202,S01011251,S02002114
S00122203,S01011251,S02002114
S00122204,S01011251,S02002114
S00122205,S01011251,S02002114
S00122206,S01011251,S02002114
S00122207,S01011251,S02002114
S00122208,S01011251,S02002114
S00122209,S01011250,S02002114
S00122210,S01011250,S02002114
S00122211,S01011250,S02002114
S00122212,S01011250,S02002114
S00122213,S01011250,S02002114
S00122214,S01011250,S02002114
S00122215,S01011250,S02002114
S00122216,S01011248,S02002113
S00122217,S01011248,S02002113
S00122218,S01011248,S02002113
S00122219,S01011249,S02002113
S00122220,S01011249,S02002113
S00122221,S01011248,S02002113
S00122222,S01011248,S02002113
S00122223,S01011248,S02002113
S00122224,S01011249,S02002113
S00122225,S01011243,S02002112
S00122226,S01011243,S02002112
S00122227,S01011243,S02002112
S00122228,S01011243,S02002112
S00122229,S01011243,S02002112
S00122230,S01011243,S02002112
S00122231,S01011244,S02002112
S00122232,S01011244,S02002112
S00122233,S01011242,S02002112
S00122234,S01011242,S02002112
S00122235,S01011258,S02002115
S00122236,S01011242,S02002112
S00122237,S01011242,S02002112
S00122238,S01011245,S02002112
S00122239,S01011245,S02002112
S00122240,S01011245,S02002112
S00122241,S01011244,S02002112
S00122242,S01011246,S02002113
S00122243,S01011246,S02002113
S00122244,S01011246,S02002113
S00122245,S01011247,S02002113
S00122246,S01011247,S02002113
S00122247,S01011247,S02002113
S00122248,S01011241,S02002111
S00122249,S01011241,S02002111
S00122250,S01011241,S02002111
S00122251,S01011241,S02002111
S00122252,S01011241,S02002111
S00122253,S01011241,S02002111
S00122254,S01011241,S02002111
S00122255,S01011259,S02002115
S00122256,S01011259,S02002115
S00122257,S01011259,S02002115
S00122258,S01011259,S02002115
S00122259,S01011259,S02002115
S00122260,S01011258,S02002115
S00122261,S01011258,S02002115
S00122262,S01011259,S02002115
S00122263,S01011258,S02002115
S00122264,S01011258,S02002115
S00122265,S01011257,S02002115
S00122266,S01011237,S02002111
S00122267,S01011260,S02002115
S00122268,S01011237,S02002111
S00122269,S01011260,S02002115
S00122270,S01011260,S02002115
S00122271,S01011260,S02002115
S00122272,S01011260,S02002115
S00122273,S01011240,S02002111
S00122274,S01011240,S02002111
S00122275,S01011240,S02002111
S00122276,S01011240,S02002111
S00122277,S01011240,S02002111
S00122278,S01011241,S02002111
S00122279,S01011241,S02002111
S00122280,S01011241,S02002111
S00122281,S01011239,S02002111
S00122282,S01011236,S02002110
S00122283,S01011239,S02002111
S00122284,S01011239,S02002111
S00122285,S01011239,S02002111
S00122286,S01011239,S02002111
S00122287,S01011239,S02002111
S00122288,S01011239,S02002111
S00122289,S01011240,S02002111
S00122290,S01011240,S02002111
S00122291,S01011239,S02002111
S00122292,S01011240,S02002111
S00122293,S01011260,S02002115
S00122294,S01011239,S02002111
S00122295,S01011238,S02002111
S00122296,S01011238,S02002111
S00122297,S01011238,S02002111
S00122298,S01011238,S02002111
S00122299,S01011238,S02002111
S00122300,S01011238,S02002111
S00122301,S01011238,S02002111
S00122302,S01011237,S02002111
S00122303,S01011237,S02002111
S00122304,S01011237,S02002111
S00122305,S01011237,S02002111
S00122306,S01011237,S02002111
S00122307,S01011257,S02002115
S00122308,S01011263,S02002116
S00122309,S01011263,S02002116
S00122310,S01011262,S02002116
S00122311,S01011263,S02002116
S00122312,S01011262,S02002116
S00122313,S01011262,S02002116
S00122314,S01011261,S02002116
S00122315,S01011264,S02002116
S00122316,S01011261,S02002116
S00122317,S01011261,S02002116
S00122318,S01011261,S02002116
S00122319,S01011261,S02002116
S00122320,S01011266,S02002116
S00122321,S01011266,S02002116
S00122322,S01011266,S02002116
S00122323,S01011266,S02002116
S00122324,S01011266,S02002116
S00122325,S01011266,S02002116
S00122326,S01011266,S02002116
S00122327,S01011265,S02002116
S00122328,S01011265,S02002116
S00122329,S01011265,S02002116
S00122330,S01011264,S02002116
S00122331,S01011264,S02002116
S00122332,S01011264,S02002116
S00122333,S01011265,S02002116
S00122334,S01011263,S02002116
S00122335,S01011263,S02002116
S00122336,S01011265,S02002116
S00122337,S01011265,S02002116
S00122338,S01011265,S02002116
S00122339,S01011234,S02002110
S00122340,S01011234,S02002110
S00122341,S01011233,S02002110
S00122342,S01011234,S02002110
S00122343,S01011234,S02002110
S00122344,S01011234,S02002110
S00122345,S01011234,S02002110
S00122346,S01011234,S02002110
S00122347,S01011234,S02002110
S00122348,S01011234,S02002110
S00122349,S01011233,S02002110
S00122350,S01011235,S02002110
S00122351,S01011235,S02002110
S00122352,S01011235,S02002110
S00122353,S01011235,S02002110
S00122354,S01011236,S02002110
S00122355,S01011236,S02002110
S00122356,S01011270,S02002117
S00122357,S01011270,S02002117
S00122358,S01011270,S02002117
S00122359,S01011268,S02002117
S00122360,S01011268,S02002117
S00122361,S01011269,S02002117
S00122362,S01011268,S02002117
S00122363,S01011269,S02002117
S00122364,S01011269,S02002117
S00122365,S01011269,S02002117
S00122366,S01011269,S02002117
S00122367,S01011272,S02002118
S00122368,S01011272,S02002118
S00122369,S01011272,S02002118
S00122370,S01011271,S02002117
S00122371,S01011271,S02002117
S00122372,S01011271,S02002117
S00122373,S01011271,S02002117
S00122374,S01011267,S02002117
S00122375,S01011267,S02002117
S00122376,S01011267,S02002117
S00122377,S01011273,S02002118
S00122378,S01011273,S02002118
S00122379,S01011272,S02002118
S00122380,S01011272,S02002118
S00122381,S01011272,S02002118
S00122382,S01011272,S02002118
S00122383,S01011272,S02002118
S00122384,S01011274,S02002118
S00122385,S01011274,S02002118
S00122386,S01011274,S02002118
S00122387,S01011274,S02002118
S00122388,S01011274,S02002118
S00122389,S01011273,S02002118
S00122390,S01011273,S02002118
S00122391,S01011276,S02002118
S00122392,S01011273,S02002118
S00122393,S01011275,S02002118
S00122394,S01011275,S02002118
S00122395,S01011275,S02002118
S00122396,S01011275,S02002118
S00122397,S01011275,S02002118
S00122398,S01011276,S02002118
S00122399,S01011276,S02002118
S00122400,S01011276,S02002118
S00122401,S01011274,S02002118
S00122402,S01011274,S02002118
S00122403,S01011286,S02002120
S00122404,S01011286,S02002120
S00122405,S01011286,S02002120
S00122406,S01011286,S02002120
S00122407,S01011286,S02002120
S00122408,S01011288,S02002120
S00122409,S01011287,S02002120
S00122410,S01011287,S02002120
S00122411,S01011288,S02002120
S00122412,S01011288,S02002120
S00122413,S01011277,S02002119
S00122414,S01011277,S02002119
S00122415,S01011277,S02002119
S00122416,S01011277,S02002119
S00122417,S01011279,S02002119
S00122418,S01011277,S02002119
S00122419,S01011279,S02002119
S00122420,S01011279,S02002119
S00122421,S01011279,S02002119
S00122422,S01011279,S02002119
S00122423,S01011280,S02002119
S00122424,S01011281,S02002119
S00122425,S01011280,S02002119
S00122426,S01011287,S02002120
S00122427,S01011279,S02002119
S00122428,S01011287,S02002120
S00122429,S01011288,S02002120
S00122430,S01011287,S02002120
S00122431,S01011285,S02002120
S00122432,S01011285,S02002120
S00122433,S01011285,S02002120
S00122434,S01011285,S02002120
S00122435,S01011285,S02002120
S00122436,S01011294,S02002122
S00122437,S01011294,S02002122
S00122438,S01011294,S02002122
S00122439,S01011293,S02002121
S00122440,S01011293,S02002121
S00122441,S01011294,S02002122
S00122442,S01011293,S02002121
S00122443,S01011293,S02002121
S00122444,S01011292,S02002121
S00122445,S01011292,S02002121
S00122446,S01011292,S02002121
S00122447,S01011292,S02002121
S00122448,S01011292,S02002121
S00122449,S01011292,S02002121
S00122450,S01011292,S02002121
S00122451,S01011293,S02002121
S00122452,S01011291,S02002121
S00122453,S01011293,S02002121
S00122454,S01011293,S02002121
S00122455,S01011291,S02002121
S00122456,S01011291,S02002121
S00122457,S01011294,S02002122
S00122458,S01011294,S02002122
S00122459,S01011294,S02002122
S00122460,S01011294,S02002122
S00122461,S01011291,S02002121
S00122462,S01011291,S02002121
S00122463,S01011291,S02002121
S00122464,S01011291,S02002121
S00122465,S01011290,S02002121
S00122466,S01011290,S02002121
S00122467,S01011290,S02002121
S00122468,S01011290,S02002121
S00122469,S01011290,S02002121
S00122470,S01011290,S02002121
S00122471,S01011290,S02002121
S00122472,S01011290,S02002121
S00122473,S01011289,S02002121
S00122474,S01011289,S02002121
S00122475,S01011289,S02002121
S00122476,S01011289,S02002121
S00122477,S01011289,S02002121
S00122478,S01011289,S02002121
S00122479,S01011289,S02002121
S00122480,S01011296,S02002122
S00122481,S01011296,S02002122
S00122482,S01011296,S02002122
S00122483,S01011296,S02002122
S00122484,S01011296,S02002122
S00122485,S01011297,S02002122
S00122486,S01011297,S02002122
S00122487,S01011297,S02002122
S00122488,S01011297,S02002122
S00122489,S01011297,S02002122
S00122490,S01011297,S02002122
S00122491,S01011298,S02002122
S00122492,S01011298,S02002122
S00122493,S01011298,S02002122
S00122494,S01011297,S02002122
S00122495,S01011296,S02002122
S00122496,S01011298,S02002122
S00122497,S01011295,S02002122
S00122498,S01011298,S02002122
S00122499,S01011295,S02002122
S00122500,S01011295,S02002122
S00122501,S01011295,S02002122
S00122502,S01011295,S02002122
S00122503,S01011295,S02002122
S00122504,S01011295,S02002122
S00122505,S01011295,S02002122
S00122506,S01011295,S02002122
S00122507,S01011311,S02002126
S00122508,S01011311,S02002126
S00122509,S01011312,S02002126
S00122510,S01011312,S02002126
S00122511,S01011311,S02002126
